station_code,station_name,latitude,longitude,state,zone,is_junction,track_degree,opened_year,established_date,historical_details,daily_footfall,platform_count,peak_crowd_level,bias_correction_flag
JDNF,Jagudan,23.522071,72.401879,All India,IR,1,4,2000,2000-03-11,Established 2000 under IR Railway network expansion.,18670,4,MODERATE,JUNCTION_HUB
JDPT,Jagdishpur,25.148228,86.984620,All India,IR,1,4,1956,1956-07-27,Established 1956 under IR Railway network expansion.,58158,4,HIGH,JUNCTION_HUB
JES,Jaitsar,29.342839,73.652289,All India,IR,1,4,1996,1996-11-03,Established 1996 under IR Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
JGKS,JIGNI KHAS,25.802194,84.006273,All India,IR,1,4,1953,1953-04-24,Established 1953 under IR Railway network expansion.,4533,2,NORMAL,JUNCTION_HUB
JGP,Jalalpur,26.586308,84.311942,All India,IR,1,4,1995,1995-10-02,Established 1995 under IR Railway network expansion.,17175,2,MODERATE,JUNCTION_HUB
JJPR,Jhanjharpur Bazar Halt,22.220000,77.975000,Bihar,?,1,4,1960,1960-11-03,Established 1960 under ? Railway network expansion.,19130,3,MODERATE,JUNCTION_HUB
JLRF,Jetalsar Jn,21.729584,70.574120,All India,IR,1,4,1952,1952-03-23,Established 1952 under IR Railway network expansion.,4522,1,NORMAL,JUNCTION_HUB
JLT,Jhamat Halt,27.200026,83.340382,All India,IR,1,4,2004,2004-07-11,Established 2004 under IR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
JML,Jumnal,16.723002,75.714134,All India,IR,1,4,1997,1997-12-04,Established 1997 under IR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
JMNR,Jamner,20.806428,75.774823,Maharashtra,CR,1,4,1896,1896-12-04,Established 1896 under CR Railway network expansion.,4621,2,NORMAL,JUNCTION_HUB
JMRA,Jamira,24.307199,92.527405,Assam,?,1,4,2008,2008-11-19,Established 2008 under ? Railway network expansion.,4478,1,NORMAL,JUNCTION_HUB
JNDO,Jehanabad Court,25.201223,84.984236,All India,IR,1,4,2009,2009-12-20,Established 2009 under IR Railway network expansion.,4489,2,NORMAL,JUNCTION_HUB
JNM,Jayanagar Majilpur Halt,22.168635,88.415324,West Bengal,ER,1,4,1869,1869-02-06,Established 1869 under ER Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
JNRD,Junagarh Road,19.874057,82.946083,All India,IR,1,4,1952,1952-03-23,Established 1952 under IR Railway network expansion.,4522,1,NORMAL,JUNCTION_HUB
JNRI,Jalandari,25.286385,75.342247,All India,IR,1,4,1957,1957-08-28,Established 1957 under IR Railway network expansion.,4577,2,NORMAL,JUNCTION_HUB
JREA,Jhareda,27.476348,77.032106,All India,IR,1,4,2000,2000-03-11,Established 2000 under IR Railway network expansion.,18670,4,MODERATE,JUNCTION_HUB
JRKN,Jorkian,29.832524,74.222151,Rajasthan,NWR,1,4,1984,1984-10-02,Established 1984 under NWR Railway network expansion.,4599,2,NORMAL,JUNCTION_HUB
JRRI,Jrri,25.308243,83.178547,All India,IR,1,4,1961,1961-12-04,Established 1961 under IR Railway network expansion.,4621,2,NORMAL,JUNCTION_HUB
JRTR,Jurtara,22.253005,79.761272,All India,IR,1,4,1972,1972-11-15,Established 1972 under IR Railway network expansion.,4742,1,NORMAL,JUNCTION_HUB
JRWN,Jirwan,21.681178,76.501037,All India,IR,1,4,1971,1971-10-14,Established 1971 under IR Railway network expansion.,4731,2,NORMAL,JUNCTION_HUB
JRX,Juriagaon,26.441079,92.644475,Assam,NFR,1,4,1899,1899-05-21,Established 1899 under NFR Railway network expansion.,3884,1,NORMAL,JUNCTION_HUB
JSH,Jaswantgarh,27.668988,74.443968,Rajasthan,NWR,1,4,1969,1969-02-06,Established 1969 under NWR Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
JSPR,JASHAPAR,21.837131,69.873584,All India,IR,1,4,1969,1969-08-12,Established 1969 under IR Railway network expansion.,4709,2,NORMAL,JUNCTION_HUB
JTH,Jhoktahal Singh,30.809090,74.495544,Punjab,NR,1,4,1870,1870-03-07,Established 1870 under NR Railway network expansion.,17290,4,MODERATE,JUNCTION_HUB
JTIN,Jethian,24.929548,85.314128,All India,IR,1,4,1959,1959-10-02,Established 1959 under IR Railway network expansion.,4599,2,NORMAL,JUNCTION_HUB
JTN,Jotana,23.459002,72.294270,All India,IR,1,4,2006,2006-09-13,Established 2006 under IR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
JTT,Jumapatti,19.004154,73.308384,All India,IR,1,4,1952,1952-03-19,Established 1952 under IR Railway network expansion.,3862,1,NORMAL,JUNCTION_HUB
JUBS,Jubbasahani,26.174890,85.369793,All India,IR,1,4,1958,1958-09-01,Established 1958 under IR Railway network expansion.,4588,1,NORMAL,JUNCTION_HUB
JULF,Jhulasan,23.326449,72.471105,All India,IR,1,4,1955,1955-06-26,Established 1955 under IR Railway network expansion.,19015,4,MODERATE,JUNCTION_HUB
JUYA,Jodhpuriya,25.070196,74.814653,All India,IR,1,4,1963,1963-02-06,Established 1963 under IR Railway network expansion.,4643,2,NORMAL,JUNCTION_HUB
JWK,Jawaharpur Kamsan,27.524810,78.588278,All India,IR,1,4,2006,2006-09-13,Established 2006 under IR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
JWKA,Jandwala Kharta,30.357634,74.029054,All India,IR,1,4,1951,1951-02-22,Established 1951 under IR Railway network expansion.,4511,2,NORMAL,JUNCTION_HUB
JWN,Jiwa Arain,30.673761,74.355654,Punjab,NR,1,4,1879,1879-12-16,Established 1879 under NR Railway network expansion.,3829,2,NORMAL,JUNCTION_HUB
KADL,Kumradol,24.695171,87.075560,All India,IR,1,4,1994,1994-09-05,Established 1994 under IR Railway network expansion.,4324,1,NORMAL,JUNCTION_HUB
KAMA,Kamta Halt,25.336744,85.277916,All India,IR,1,4,1992,1992-07-03,Established 1992 under IR Railway network expansion.,4302,1,NORMAL,JUNCTION_HUB
KAMR,Khurrampur,25.168723,85.221316,All India,IR,1,4,2009,2009-12-20,Established 2009 under IR Railway network expansion.,4489,2,NORMAL,JUNCTION_HUB
KAPM,Kottapalem,20.195000,85.260000,Andhra Pradesh,ECoR,1,4,2007,2007-10-18,Established 2007 under ECOR Railway network expansion.,4467,2,NORMAL,JUNCTION_HUB
KARR,KHARAR,30.726380,76.636052,All India,IR,1,4,1954,1954-05-25,Established 1954 under IR Railway network expansion.,4544,1,NORMAL,JUNCTION_HUB
KASH,Kulthamabdullashah Halt,31.203335,75.848386,Punjab,NR,1,4,1880,1880-08-16,Established 1880 under NR Railway network expansion.,18785,3,MODERATE,JUNCTION_HUB
KAVI,Kavi,22.472291,88.398084,Gujarat,WR,1,4,1884,1884-12-20,Established 1884 under WR Railway network expansion.,4489,2,NORMAL,JUNCTION_HUB
KBGB,Komagata Maru Budge Budge,22.492832,88.194422,All India,IR,1,4,1988,1988-03-27,Established 1988 under IR Railway network expansion.,4258,1,NORMAL,JUNCTION_HUB
KBGN,Khubagaon,19.755000,75.495000,Maharashtra,CR,1,4,1875,1875-03-11,Established 1875 under CR Railway network expansion.,18670,4,MODERATE,JUNCTION_HUB
KBKN,Khabra Kalan,29.322476,75.412296,All India,IR,1,4,2004,2004-07-15,Established 2004 under IR Railway network expansion.,4434,1,NORMAL,JUNCTION_HUB
KBS,Kusmuda Block Station,22.342991,82.680149,All India,IR,1,4,1994,1994-09-01,Established 1994 under IR Railway network expansion.,3664,1,NORMAL,JUNCTION_HUB
KBY,KHOIRABARI,26.626143,91.840413,All India,IR,1,4,2000,2000-03-07,Established 2000 under IR Railway network expansion.,17290,4,MODERATE,JUNCTION_HUB
KCLA,Kenchanalu Halt,14.017784,75.285447,All India,IR,1,4,1993,1993-08-04,Established 1993 under IR Railway network expansion.,4313,2,NORMAL,JUNCTION_HUB
KCT,Kirakat,25.645355,82.924798,Uttar Pradesh,NER,1,4,1941,1941-11-03,Established 1941 under NER Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
KCY,Kaichar,23.065000,87.725000,West Bengal,ER,1,4,1871,1871-04-08,Established 1871 under ER Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
KDGL,KONDRAPOL,16.785299,79.601075,All India,IR,1,4,2000,2000-03-11,Established 2000 under IR Railway network expansion.,18670,4,MODERATE,JUNCTION_HUB
KDHN,Kandharan Halt,28.594924,75.452450,All India,IR,1,4,2003,2003-06-14,Established 2003 under IR Railway network expansion.,4423,2,NORMAL,JUNCTION_HUB
KDRA,Kadampura,25.660000,85.610000,Bihar,ECR,1,4,1965,1965-03-11,Established 1965 under ECR Railway network expansion.,18670,4,MODERATE,JUNCTION_HUB
KDX,KADABARI HAT,26.476201,88.730986,All India,IR,1,4,2001,2001-04-08,Established 2001 under IR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
KEMP,Kempalsad,21.087653,79.263378,All India,IR,1,4,1951,1951-02-22,Established 1951 under IR Railway network expansion.,4511,2,NORMAL,JUNCTION_HUB
KESR,Kesri Singhpur,29.950589,73.618540,Rajasthan,NWR,1,4,1984,1984-10-02,Established 1984 under NWR Railway network expansion.,4599,2,NORMAL,JUNCTION_HUB
KFN,KANOR,24.459564,74.266275,All India,IR,1,4,1993,1993-08-28,Established 1993 under IR Railway network expansion.,3653,2,NORMAL,JUNCTION_HUB
KGH,Kotegangur,13.982162,75.520656,All India,IR,1,4,1988,1988-03-23,Established 1988 under IR Railway network expansion.,3598,1,NORMAL,JUNCTION_HUB
KGKD,Kang Khurd,31.126338,75.213236,Punjab,NR,1,4,1874,1874-02-10,Established 1874 under NR Railway network expansion.,57427,5,HIGH,JUNCTION_HUB
KGVE,Konagavalli Halt,14.024985,75.496474,All India,IR,1,4,1951,1951-02-22,Established 1951 under IR Railway network expansion.,4511,2,NORMAL,JUNCTION_HUB
KGVL,Kadagaravalli,12.837780,75.696016,All India,IR,1,4,1958,1958-09-01,Established 1958 under IR Railway network expansion.,4588,1,NORMAL,JUNCTION_HUB
KHDH,Karahdih Halt,25.068848,85.432679,All India,IR,1,4,1997,1997-12-08,Established 1997 under IR Railway network expansion.,4357,2,NORMAL,JUNCTION_HUB
KHGR,Kashinagar Halt,21.905394,88.201323,West Bengal,ER,1,4,1885,1885-01-21,Established 1885 under ER Railway network expansion.,18900,2,MODERATE,JUNCTION_HUB
KHHJ,Khatkar Kalan,31.166967,76.025550,Punjab,NR,1,4,1878,1878-06-14,Established 1878 under NR Railway network expansion.,4423,2,NORMAL,JUNCTION_HUB
KHNR,KACHNARA,23.808778,75.101024,All India,IR,1,4,1957,1957-08-28,Established 1957 under IR Railway network expansion.,4577,2,NORMAL,JUNCTION_HUB
KHR,Khairee Halt,22.343556,79.860374,All India,IR,1,4,1999,1999-02-06,Established 1999 under IR Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
KHTN,Khutauna,26.494365,86.397414,Bihar,ECR,1,4,1984,1984-10-02,Established 1984 under ECR Railway network expansion.,4599,2,NORMAL,JUNCTION_HUB
KIF,Kuri,9.035099,76.817395,All India,IR,1,4,1988,1988-03-23,Established 1988 under IR Railway network expansion.,3598,1,NORMAL,JUNCTION_HUB
KIJ,Kuldiha,22.333103,86.276641,Orissa,SER,1,4,1937,1937-07-27,Established 1937 under SER Railway network expansion.,3642,1,NORMAL,JUNCTION_HUB
KIK,Karaikal,10.925606,79.839712,All India,IR,1,4,1993,1993-08-28,Established 1993 under IR Railway network expansion.,3653,2,NORMAL,JUNCTION_HUB
KIQ,Khai Phemeki,30.901617,74.551218,Punjab,NR,1,4,1869,1869-02-06,Established 1869 under NR Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
KJGY,Khanalampura Gy,29.929193,77.583508,All India,IR,1,4,1959,1959-10-02,Established 1959 under IR Railway network expansion.,4599,2,NORMAL,JUNCTION_HUB
KJR,Kalajhari,20.369711,85.838015,All India,IR,1,4,2001,2001-04-08,Established 2001 under IR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
KKAE,Kaikala,22.839987,88.093379,West Bengal,ER,1,4,1869,1869-09-05,Established 1869 under ER Railway network expansion.,4324,1,NORMAL,JUNCTION_HUB
KKLU,Kaklur,18.883305,81.619792,Chhattisgarh,ECoR,1,4,1961,1961-12-04,Established 1961 under ECOR Railway network expansion.,4621,2,NORMAL,JUNCTION_HUB
KKR,KHAKHRALA ROAD,22.897133,70.722232,All India,IR,1,4,2002,2002-05-09,Established 2002 under IR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
KKT,Kath Kuiyan,26.856802,84.047871,All India,IR,1,4,2004,2004-07-11,Established 2004 under IR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
KLAT,Khelpatta,21.274489,77.872524,All India,IR,1,4,1950,1950-01-21,Established 1950 under IR Railway network expansion.,18900,2,MODERATE,JUNCTION_HUB
KLCR,Katlicherra,24.453018,92.547042,Assam,?,1,4,1950,1950-01-21,Established 1950 under ? Railway network expansion.,18900,2,MODERATE,JUNCTION_HUB
KLGD,KOLLENGODE,10.626984,76.697715,All India,IR,1,4,2000,2000-03-11,Established 2000 under IR Railway network expansion.,18670,4,MODERATE,JUNCTION_HUB
KLKH,Kalladaka,12.845834,75.059842,All India,IR,1,4,2008,2008-11-19,Established 2008 under IR Railway network expansion.,4478,1,NORMAL,JUNCTION_HUB
KLLF,Kalol Jn,23.244426,72.503480,All India,IR,1,4,2007,2007-10-18,Established 2007 under IR Railway network expansion.,4467,2,NORMAL,JUNCTION_HUB
KLMD,Kollumangudi,10.980702,79.655933,All India,IR,1,4,2006,2006-09-17,Established 2006 under IR Railway network expansion.,4456,1,NORMAL,JUNCTION_HUB
KLMJ,Kalhe Majra,30.335841,76.211493,All India,IR,1,4,1952,1952-03-23,Established 1952 under IR Railway network expansion.,4522,1,NORMAL,JUNCTION_HUB
KLNC,Kullanchavadi,11.628136,79.667563,All India,IR,1,4,2006,2006-09-17,Established 2006 under IR Railway network expansion.,4456,1,NORMAL,JUNCTION_HUB
KLSP,Kushal Pura,28.484266,75.764732,All India,IR,1,4,1964,1964-03-07,Established 1964 under IR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
KLVD,KALAVAD,21.899698,69.808324,All India,IR,1,4,1955,1955-06-26,Established 1955 under IR Railway network expansion.,19015,4,MODERATE,JUNCTION_HUB
KLVR,Kolvihir,21.265850,77.854259,All India,IR,1,4,1969,1969-08-12,Established 1969 under IR Railway network expansion.,4709,2,NORMAL,JUNCTION_HUB
KMEZ,Kumar Maranga,19.038845,81.949870,All India,IR,1,4,1961,1961-12-04,Established 1961 under IR Railway network expansion.,4621,2,NORMAL,JUNCTION_HUB
KMLR,Kamalur,18.854521,81.276887,Chhattisgarh,ECoR,1,4,1960,1960-11-03,Established 1960 under ECOR Railway network expansion.,19130,3,MODERATE,JUNCTION_HUB
KMM,KANNAMANGALAM,12.753547,79.161135,All India,IR,1,4,1999,1999-02-06,Established 1999 under IR Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
KMMD,Kirmiti Mendha,20.593933,79.774173,All India,IR,1,4,2007,2007-10-18,Established 2007 under IR Railway network expansion.,4467,2,NORMAL,JUNCTION_HUB
KMNN,KHAMANON,30.775754,76.488695,All India,IR,1,4,1958,1958-09-01,Established 1958 under IR Railway network expansion.,4588,1,NORMAL,JUNCTION_HUB
KMPS,Kumara Patnam Bg Sdg,14.527464,75.780127,All India,IR,1,4,1965,1965-04-08,Established 1965 under IR Railway network expansion.,19245,2,MODERATE,JUNCTION_HUB
KMSD,Kumar Sadra,18.912986,81.671506,Chhattisgarh,ECoR,1,4,1953,1953-04-24,Established 1953 under ECOR Railway network expansion.,4533,2,NORMAL,JUNCTION_HUB
KMSI,Kumsi,14.051954,75.402042,All India,IR,1,4,1958,1958-09-01,Established 1958 under IR Railway network expansion.,4588,1,NORMAL,JUNCTION_HUB
KNB,KANIYAMBADI,12.809317,79.124418,All India,IR,1,4,1989,1989-04-24,Established 1989 under IR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
KNGR,Kashinagar Halt,18.856864,83.875696,Orissa,ECoR,1,4,1956,1956-07-27,Established 1956 under ECOR Railway network expansion.,58158,4,HIGH,JUNCTION_HUB
KNJI,Karanjali,22.035300,88.245999,All India,IR,1,4,1950,1950-01-21,Established 1950 under IR Railway network expansion.,18900,2,MODERATE,JUNCTION_HUB
KNKD,Kankanadi,12.866703,74.881137,All India,IR,1,4,2006,2006-09-17,Established 2006 under IR Railway network expansion.,4456,1,NORMAL,JUNCTION_HUB
KNLE,Kanale,14.225099,74.959367,All India,IR,1,4,2008,2008-11-19,Established 2008 under IR Railway network expansion.,4478,1,NORMAL,JUNCTION_HUB
KNU,Kanjh,23.298285,72.148428,All India,IR,1,4,2008,2008-11-15,Established 2008 under IR Railway network expansion.,55234,5,HIGH,JUNCTION_HUB
KNVH,Kanivehalli,13.327121,75.898661,All India,IR,1,4,1961,1961-12-04,Established 1961 under IR Railway network expansion.,4621,2,NORMAL,JUNCTION_HUB
KNWF,Khandwa Jn,21.823906,76.353537,All India,IR,1,4,1960,1960-11-03,Established 1960 under IR Railway network expansion.,19130,3,MODERATE,JUNCTION_HUB
KOLA,KOTLA,15.812034,78.037552,All India,IR,1,4,2005,2005-08-16,Established 2005 under IR Railway network expansion.,18785,3,MODERATE,JUNCTION_HUB
KOM,Kodikkalpalaiym,10.786311,79.648699,All India,IR,1,4,2001,2001-04-08,Established 2001 under IR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
KOTT,KOTTUR,17.149740,78.286221,All India,IR,1,4,1972,1972-11-15,Established 1972 under IR Railway network expansion.,4742,1,NORMAL,JUNCTION_HUB
KPAW,Kanchrapara Workshop Gate,22.935794,88.445352,All India,IR,1,4,1957,1957-08-28,Established 1957 under IR Railway network expansion.,4577,2,NORMAL,JUNCTION_HUB
KPH,KAMEPALLI,16.505304,79.832233,All India,IR,1,4,1997,1997-12-04,Established 1997 under IR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
KQZ,Kolar,13.124594,78.132044,All India,IR,1,4,1956,1956-07-23,Established 1956 under IR Railway network expansion.,3906,1,NORMAL,JUNCTION_HUB
KR,Kevdi,21.625000,73.335000,Gujarat,WR,1,4,1907,1907-02-18,Established 1907 under WR Railway network expansion.,2927,2,NORMAL,JUNCTION_HUB
KRGN,Kargaon Halt,20.801363,79.413450,All India,IR,1,4,1956,1956-07-27,Established 1956 under IR Railway network expansion.,58158,4,HIGH,JUNCTION_HUB
KRHT,KHARAHAT,27.070551,94.749659,All India,IR,1,4,1963,1963-02-06,Established 1963 under IR Railway network expansion.,4643,2,NORMAL,JUNCTION_HUB
KRJN,Karanjali Halt,23.845000,87.785000,West Bengal,ER,1,4,1894,1894-10-02,Established 1894 under ER Railway network expansion.,4599,2,NORMAL,JUNCTION_HUB
KRJT,Karanja Town,20.175000,75.690000,Maharashtra,CR,1,4,1900,1900-04-08,Established 1900 under CR Railway network expansion.,19245,2,MODERATE,JUNCTION_HUB
KRKM,Khara-Kameri,25.427702,73.929025,All India,IR,1,4,1959,1959-10-02,Established 1959 under IR Railway network expansion.,4599,2,NORMAL,JUNCTION_HUB
KRMD,Kuarmunda,22.286675,84.789851,Orissa,SER,1,4,1897,1897-03-23,Established 1897 under SER Railway network expansion.,4522,1,NORMAL,JUNCTION_HUB
KRMP,Kumaripur Halt,25.437544,87.605722,All India,IR,1,4,1964,1964-03-07,Established 1964 under IR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
KRNG,Kargaon Halt,20.800933,79.413020,All India,IR,1,4,1956,1956-07-27,Established 1956 under IR Railway network expansion.,58158,4,HIGH,JUNCTION_HUB
KRNN,Karnauti Halt,25.396292,85.547049,All India,IR,1,4,1963,1963-02-06,Established 1963 under IR Railway network expansion.,4643,2,NORMAL,JUNCTION_HUB
KRPC,KHARIA-PIPRA HALT,18.807373,82.724227,All India,IR,1,4,1954,1954-05-25,Established 1954 under IR Railway network expansion.,4544,1,NORMAL,JUNCTION_HUB
KRRH,Kharuara Halt,25.431778,85.543767,All India,IR,1,4,1961,1961-12-04,Established 1961 under IR Railway network expansion.,4621,2,NORMAL,JUNCTION_HUB
KRRI,Khairranji,22.419012,80.039379,All India,IR,1,4,1962,1962-01-05,Established 1962 under IR Railway network expansion.,4632,1,NORMAL,JUNCTION_HUB
KRSH,KARAMGARH SDRGH,30.213009,74.748627,All India,IR,1,4,1962,1962-01-05,Established 1962 under IR Railway network expansion.,4632,1,NORMAL,JUNCTION_HUB
KRSW,Kohar Singhwala,30.760240,74.445824,Punjab,NR,1,4,1912,1912-04-20,Established 1912 under NR Railway network expansion.,4797,2,NORMAL,JUNCTION_HUB
KRXM,Krishnamohan Halt,22.330258,88.449759,West Bengal,ER,1,4,1907,1907-11-15,Established 1907 under ER Railway network expansion.,4742,1,NORMAL,JUNCTION_HUB
KSAI,Kosadi Halt,22.915000,73.215000,Gujarat,WR,1,4,1881,1881-09-17,Established 1881 under WR Railway network expansion.,4456,1,NORMAL,JUNCTION_HUB
KSBG,Khusta Buzurg,20.385000,76.035000,Maharashtra,CR,1,4,1880,1880-08-16,Established 1880 under CR Railway network expansion.,18785,3,MODERATE,JUNCTION_HUB
KSIH,Khodseoni,21.155848,80.112715,All India,IR,1,4,1953,1953-04-24,Established 1953 under IR Railway network expansion.,4533,2,NORMAL,JUNCTION_HUB
KTGO,Kotgaon,20.625413,79.674577,All India,IR,1,4,1959,1959-10-02,Established 1959 under IR Railway network expansion.,4599,2,NORMAL,JUNCTION_HUB
KTKS,Kantakosh Halt,25.333657,87.673892,All India,IR,1,4,1967,1967-06-10,Established 1967 under IR Railway network expansion.,4687,2,NORMAL,JUNCTION_HUB
KTLP,Katalpur Halt,26.229289,84.772843,All India,IR,1,4,1965,1965-04-08,Established 1965 under IR Railway network expansion.,19245,2,MODERATE,JUNCTION_HUB
KTNA,Kathana,22.235721,72.752631,Gujarat,WR,1,4,1887,1887-03-23,Established 1887 under WR Railway network expansion.,4522,1,NORMAL,JUNCTION_HUB
KTNI,Kapustalni,19.245000,74.850000,Maharashtra,CR,1,4,1895,1895-11-03,Established 1895 under CR Railway network expansion.,19130,3,MODERATE,JUNCTION_HUB
KTY,Kotturu,14.826788,76.213541,Tamil Nadu,SWR,1,4,1988,1988-09-25,Established 1988 under SWR Railway network expansion.,3928,1,NORMAL,JUNCTION_HUB
KUCE,Kuchai,22.013657,86.695652,All India,IR,1,4,2006,2006-09-17,Established 2006 under IR Railway network expansion.,4456,1,NORMAL,JUNCTION_HUB
KUKA,Khui Khera,30.305206,74.077804,All India,IR,1,4,1950,1950-01-21,Established 1950 under IR Railway network expansion.,18900,2,MODERATE,JUNCTION_HUB
